brand;brands_id;model;models_id;market_price;year
KIA;28;Rio;749;250000;2013
KIA;28;Rio;749;250000;2013
KIA;28;Rio;749;250000;2013
KIA;28;Rio;749;250000;2012
KIA;28;Rio;749;250000;2013
KIA;28;Rio;749;250000;2012
KIA;28;Rio;749;250000;2013
KIA;28;Rio;749;250000;2013
KIA;28;Rio;749;250000;2013
KIA;28;Rio;749;250000;2013
KIA;28;Rio;749;250000;2013
KIA;28;Rio;749;250000;2013
KIA;28;Rio;749;250000;2013
KIA;28;Rio;749;250000;2013
KIA;28;Rio;749;250000;2013
KIA;28;Rio;749;250000;2013
KIA;28;Rio;749;250000;2012
KIA;28;Soul;1034;250000;2012
KIA;28;Rio;749;250000;2013
KIA;28;Soul;1034;250000;2012
KIA;28;Rio;749;250000;2013
KIA;28;Soul;1034;250000;2013
KIA;28;Cerato;194;250000;2011
KIA;28;Cerato;194;250000;2011
KIA;28;Rio;749;250000;2013
KIA;28;Rio;749;250000;2014
KIA;28;Rio;749;250000;2013
KIA;28;Rio;749;250000;2013
KIA;28;Rio;749;249600;2014
KIA;28;Rio;749;249600;2014
NISSAN;9;Micra;21;249029;2014
RENAULT;7;Logan;1076;248334;2015
KIA;28;Rio;749;248060;2014
CHEVROLET;6;Cruze;1284;248000;2014
CHEVROLET;6;Cruze;1284;248000;2014
CHEVROLET;6;Cruze;1284;248000;2014
KIA;28;Ceed;190;247100;2013
NISSAN;9;Micra;21;246990;2014
CHEVROLET;6;ORLANDO;2080;246000;2011
CHEVROLET;6;ORLANDO;2080;246000;2012
CHEVROLET;6;Cruze;1284;246000;2014
CHEVROLET;6;ORLANDO;2080;246000;2012
CHEVROLET;6;ORLANDO;2080;246000;2012
CHEVROLET;6;Cruze;1284;246000;2014
KIA;28;Cerato;194;246000;2013
CHEVROLET;6;AVEO;1320;245850;2014
KIA;28;Soul;1034;245700;2013
TOYOTA;11;Corolla;852;245172;2014
CHEVROLET;6;CAPTIVA;85;245000;2011
CHEVROLET;6;ORLANDO;2080;245000;2011
CHEVROLET;6;Cruze;1284;245000;2014
CHEVROLET;6;Cruze;1284;245000;2014
CHEVROLET;6;CAPTIVA;85;245000;2011
CHEVROLET;6;Cruze;1284;245000;2011
CHEVROLET;6;AVEO;1320;245000;2012
TOYOTA;11;Yaris;32;245000;2012
TOYOTA;11;Yaris;32;245000;2012
TOYOTA;11;Auris;99;245000;2012
KIA;28;Cerato;194;245000;2013
KIA;28;Ceed;190;245000;2013
KIA;28;Ceed;190;245000;2013
KIA;28;Cerato;194;245000;2013
KIA;28;Rio;749;245000;2012
KIA;28;Rio;749;245000;2012
KIA;28;Rio;749;245000;2012
KIA;28;Rio;749;245000;2013
KIA;28;Rio;749;245000;2013
KIA;28;Rio;749;245000;2013
KIA;28;Rio;749;245000;2012
KIA;28;Soul;1034;245000;2011
KIA;28;Rio;749;245000;2012
KIA;28;Rio;749;245000;2012
KIA;28;Rio;749;245000;2012
KIA;28;Rio;749;245000;2013
KIA;28;Rio;749;245000;2013
RENAULT;7;Fluence;1555;243424;2013
KIA;28;Rio;749;242000;2012
RENAULT;7;Duster;1665;241755;2014
KIA;28;Rio;749;241161;2013
KIA;28;Rio;749;241161;2013
KIA;28;Rio;749;241161;2013
KIA;28;Rio;749;241000;2013
KIA;28;Rio;749;241000;2013
CHEVROLET;6;AVEO;1320;240800;2014
CHEVROLET;6;AVEO;1320;240800;2014
KIA;28;Rio;749;240240;2014
KIA;28;Rio;749;240240;2014
CHEVROLET;6;Cruze;1284;240000;2013
CHEVROLET;6;Tracker;2791;240000;2013
CHEVROLET;6;Cruze;1284;240000;2013
CHEVROLET;6;Cruze;1284;240000;2014
CHEVROLET;6;Cruze;1284;240000;2014
CHEVROLET;6;Cruze;1284;240000;2014
CHEVROLET;6;Cruze;1284;240000;2014
CHEVROLET;6;ORLANDO;2080;240000;2011
CHEVROLET;6;Cruze;1284;240000;2014
CHEVROLET;6;Cruze;1284;240000;2014
CHEVROLET;6;Cruze;1284;240000;2014
CHEVROLET;6;Cruze 1.8;2186;240000;2014
CHEVROLET;6;Cruze;1284;240000;2013
CHEVROLET;6;Cruze;1284;240000;2013
CHEVROLET;6;ORLANDO;2080;240000;2012
CHEVROLET;6;Cruze;1284;240000;2013
CHEVROLET;6;Cruze;1284;240000;2013
CHEVROLET;6;Cruze;1284;240000;2014
CHEVROLET;6;Cruze;1284;240000;2014
CHEVROLET;6;Cruze;1284;240000;2014
CHEVROLET;6;ORLANDO;2080;240000;2011
CHEVROLET;6;Cruze;1284;240000;2011
CHEVROLET;6;Cruze;1284;240000;2011
CHEVROLET;6;AVEO;1320;240000;2012
CHEVROLET;6;AVEO;1320;240000;2013
CHEVROLET;6;Cruze;1284;240000;2012
OPEL;8;ASTRA;1225;240000;2013
OPEL;8;ASTRA;1225;240000;2013
OPEL;8;ASTRA;1225;240000;2013
OPEL;8;Astra H;38;240000;2012
OPEL;8;ASTRA 1.6;2123;240000;2013
OPEL;8;ASTRA;1225;240000;2013
OPEL;8;Astra Classic;12;240000;2013
OPEL;8;Corsa;13;240000;2013
OPEL;8;ASTRA;1225;240000;2013
OPEL;8;ASTRA;1225;240000;2012
OPEL;8;ASTRA;1225;240000;2013
NISSAN;9;Micra;21;240000;2013
NISSAN;9;Note;27;240000;2013
NISSAN;9;Micra;21;240000;2013
NISSAN;9;Qashqai;78;240000;2008
NISSAN;9;Micra;21;240000;2013
TOYOTA;11;Corolla;852;240000;2013
TOYOTA;11;Corolla;852;240000;2013
TOYOTA;11;Corolla;852;240000;2013
TOYOTA;11;Avensis;65;240000;2007
KIA;28;Ceed;190;240000;2013
KIA;28;Ceed;190;240000;2013
KIA;28;Ceed;190;240000;2013
KIA;28;CEE`D;2237;240000;2013
KIA;28;Ceed;190;240000;2013
KIA;28;Ceed;190;240000;2013
KIA;28;Rio;749;240000;2012
KIA;28;Ceed;190;240000;2013
KIA;28;Ceed;190;240000;2013
KIA;28;Ceed;190;240000;2013
KIA;28;CEE`D;2237;240000;2013
KIA;28;Ceed;190;240000;2013
KIA;28;CEE`D;2237;240000;2013
KIA;28;Ceed;190;240000;2013
KIA;28;CEE`D;2237;240000;2013
KIA;28;Rio;749;240000;2012
KIA;28;CEE`D;2237;240000;2013
KIA;28;Rio;749;240000;2013
KIA;28;Rio;749;240000;2013
KIA;28;Rio;749;240000;2013
KIA;28;Picanto;747;240000;2013
KIA;28;Rio;749;240000;2013
KIA;28;Rio;749;240000;2013
KIA;28;Soul;1034;240000;2011
KIA;28;Rio;749;240000;2013
KIA;28;Picanto;747;240000;2013
KIA;28;Rio;749;240000;2013
KIA;28;Picanto;747;240000;2013
KIA;28;Rio;749;240000;2013
KIA;28;Rio;749;240000;2013
KIA;28;Cerato;194;240000;2011
KIA;28;Rio;749;240000;2012
KIA;28;Rio;749;240000;2013
KIA;28;Rio;749;240000;2013
KIA;28;Rio;749;240000;2013
KIA;28;Rio;749;240000;2013
KIA;28;Rio;749;240000;2013
KIA;28;Rio;749;240000;2013
KIA;28;Rio;749;240000;2013
KIA;28;Ceed;190;240000;2013
KIA;28;Rio;749;240000;2012
KIA;28;Rio;749;240000;2013
KIA;28;Rio;749;240000;2013
KIA;28;Rio;749;240000;2013
CHEVROLET;6;Cruze;1284;239000;2013
CHEVROLET;6;Cruze;1284;239000;2013
NISSAN;9;Qashqai;78;239000;2013
KIA;28;CEE`D;2237;239000;2013
KIA;28;Sportage;751;239000;2011
KIA;28;CEE`D;2237;239000;2013
TOYOTA;11;Yaris;32;237881;2014
RENAULT;7;Sandero;1495;237480;2014
CHEVROLET;6;Cruze;1284;236600;2014
OPEL;8;Insignia;1142;236250;2013
RENAULT;7;Logan;1076;236000;2014
CHEVROLET;6;Cruze;1284;235000;2013
CHEVROLET;6;Cruze;1284;235000;2013
CHEVROLET;6;Cruze;1284;235000;2013
CHEVROLET;6;Cruze;1284;235000;2013
CHEVROLET;6;Cruze;1284;235000;2013
CHEVROLET;6;Cruze;1284;235000;2013
CHEVROLET;6;Cruze;1284;235000;2013
CHEVROLET;6;Cruze;1284;235000;2013
CHEVROLET;6;Cruze;1284;235000;2013
CHEVROLET;6;Cruze;1284;235000;2013
CHEVROLET;6;Cruze;1284;235000;2013
CHEVROLET;6;Cruze;1284;235000;2013
CHEVROLET;6;Cruze;1284;235000;2013
CHEVROLET;6;Cruze 1.8;2186;235000;2013
CHEVROLET;6;Cruze;1284;235000;2013
CHEVROLET;6;Cruze;1284;235000;2013
CHEVROLET;6;Cruze;1284;235000;2013
CHEVROLET;6;Cruze;1284;235000;2013
CHEVROLET;6;Cruze;1284;235000;2013
CHEVROLET;6;Cruze;1284;235000;2013
CHEVROLET;6;Cruze 1.8;2186;235000;2013
CHEVROLET;6;AVEO;1320;235000;2012
CHEVROLET;6;AVEO;1320;235000;2012
OPEL;8;Astra H;38;235000;2013
OPEL;8;Astra Classic;12;235000;2013
OPEL;8;ASTRA;1225;235000;2012
OPEL;8;ASTRA;1225;235000;2013
NISSAN;9;Micra;21;235000;2013
KIA;28;Cerato;194;235000;2013
KIA;28;Cerato;194;235000;2013
KIA;28;Cerato;194;235000;2013
KIA;28;Cerato;194;235000;2013
KIA;28;Ceed;190;235000;2013
KIA;28;Ceed;190;235000;2013
KIA;28;Ceed;190;235000;2013
KIA;28;Ceed;190;235000;2013
KIA;28;Ceed;190;235000;2013
KIA;28;Ceed;190;235000;2013
KIA;28;Ceed;190;235000;2013
KIA;28;Ceed;190;235000;2013
KIA;28;CEE`D;2237;235000;2013
KIA;28;Ceed;190;235000;2013
KIA;28;Ceed;190;235000;2013
KIA;28;Ceed;190;235000;2013
KIA;28;Ceed;190;235000;2013
KIA;28;Ceed;190;235000;2013
KIA;28;Cerato;194;235000;2013
KIA;28;CEE`D;2237;235000;2013
KIA;28;Cerato;194;235000;2013
KIA;28;Ceed;190;235000;2013
KIA;28;Ceed;190;235000;2013
KIA;28;CEE`D;2237;235000;2013
KIA;28;Rio;749;235000;2012
KIA;28;Rio;749;235000;2013
KIA;28;Rio;749;235000;2013
KIA;28;Rio;749;235000;2013
KIA;28;Rio;749;234820;2014
KIA;28;Rio;749;234820;2014
CHEVROLET;6;Cruze;1284;234000;2014
CHEVROLET;6;Cruze;1284;234000;2014
CHEVROLET;6;Cruze;1284;234000;2014
RENAULT;7;Sandero;1495;233948;2014
OPEL;8;Zafira;40;233649;2013
CHEVROLET;6;ORLANDO;2080;233000;2012
CHEVROLET;6;ORLANDO;2080;233000;2012
CHEVROLET;6;ORLANDO;2080;233000;2012
CHEVROLET;6;ORLANDO;2080;233000;2012
NISSAN;9;Micra;21;232500;2014
CHEVROLET;6;Cruze;1284;230472;2014
CHEVROLET;6;Lacetti;100;230000;2012
CHEVROLET;6;Lacetti;100;230000;2012
CHEVROLET;6;Lacetti;100;230000;2012
CHEVROLET;6;Cruze;1284;230000;2013
CHEVROLET;6;Cruze;1284;230000;2013
CHEVROLET;6;Cruze;1284;230000;2013
CHEVROLET;6;Cruze;1284;230000;2013
CHEVROLET;6;Lacetti NF196;2109;230000;2012
CHEVROLET;6;Lacetti;100;230000;2012
CHEVROLET;6;CAPTIVA;85;230000;2011
CHEVROLET;6;AVEO;1320;230000;2014
CHEVROLET;6;Cruze;1284;230000;2013
CHEVROLET;6;Lacetti;100;230000;2012
CHEVROLET;6;Cruze;1284;230000;2013
CHEVROLET;6;Cruze;1284;230000;2013
CHEVROLET;6;AVEO;1320;230000;2012
CHEVROLET;6;Cruze;1284;230000;2011
CHEVROLET;6;AVEO;1320;230000;2012
CHEVROLET;6;Cruze;1284;230000;2011
CHEVROLET;6;Cruze;1284;230000;2012
CHEVROLET;6;Cruze;1284;230000;2012
CHEVROLET;6;AVEO;1320;230000;2013
CHEVROLET;6;Cruze;1284;230000;2012
CHEVROLET;6;Cruze;1284;230000;2012
CHEVROLET;6;AVEO 1.6;2556;230000;2013
CHEVROLET;6;Cruze;1284;230000;2011
CHEVROLET;6;AVEO;1320;230000;2012
CHEVROLET;6;AVEO;1320;230000;2012
CHEVROLET;6;Cruze;1284;230000;2011
CHEVROLET;6;Cruze;1284;230000;2013
CHEVROLET;6;AVEO;1320;230000;2012
RENAULT;7;Logan;1076;230000;2013
OPEL;8;ASTRA;1225;230000;2012
OPEL;8;ASTRA;1225;230000;2012
OPEL;8;Astra Classic;12;230000;2013
OPEL;8;Zafira;40;230000;2012
OPEL;8;Zafira;40;230000;2012
OPEL;8;ASTRA;1225;230000;2012
OPEL;8;Astra Classic;12;230000;2013
OPEL;8;ASTRA;1225;230000;2013
OPEL;8;Zafira;40;230000;2012
OPEL;8;ASTRA;1225;230000;2012
OPEL;8;Zafira;40;230000;2012
OPEL;8;Zafira;40;230000;2012
OPEL;8;ASTRA;1225;230000;2012
OPEL;8;ASTRA;1225;230000;2011
OPEL;8;Astra H;38;230000;2013
OPEL;8;ASTRA;1225;230000;2013
OPEL;8;Astra H;38;230000;2013
OPEL;8;ASTRA;1225;230000;2013
OPEL;8;Corsa;13;230000;2012
NISSAN;9;Juke;2032;230000;2013
NISSAN;9;Juke;2032;230000;2014
TOYOTA;11;Corolla;852;230000;2013
TOYOTA;11;Auris;99;230000;2011
TOYOTA;11;Auris;99;230000;2012
KIA;28;Rio;749;230000;2013
KIA;28;Cerato;194;230000;2013
KIA;28;CERATO KOUP;1343;230000;2012
KIA;28;Rio;749;230000;2013
KIA;28;Ceed;190;230000;2013
KIA;28;Ceed;190;230000;2012
KIA;28;Cerato;194;230000;2013
KIA;28;Sportage;751;230000;2011
KIA;28;CERATO KOUP;1343;230000;2012
KIA;28;Soul;1034;230000;2013
KIA;28;Cerato;194;230000;2013
KIA;28;CERATO KOUP;1343;230000;2012
KIA;28;Cerato;194;230000;2013
KIA;28;Rio;749;230000;2013
KIA;28;Cerato;194;230000;2012
KIA;28;Sportage;751;230000;2011
KIA;28;Ceed;190;230000;2012
KIA;28;CEE`D;2237;230000;2012
KIA;28;CEE`D;2237;230000;2012
KIA;28;Rio;749;230000;2013
KIA;28;Rio;749;230000;2012
KIA;28;Rio;749;230000;2012
KIA;28;Rio;749;230000;2013
KIA;28;Rio;749;230000;2013
KIA;28;Rio;749;230000;2013
KIA;28;Rio;749;230000;2013
KIA;28;Rio;749;230000;2013
KIA;28;Rio;749;230000;2013
KIA;28;Rio;749;230000;2013
KIA;28;Rio;749;230000;2013
KIA;28;Rio;749;230000;2013
KIA;28;Rio;749;230000;2013
KIA;28;Rio;749;230000;2012
KIA;28;Cerato;194;230000;2011
KIA;28;Rio;749;230000;2013
KIA;28;Rio;749;230000;2013
KIA;28;Rio;749;230000;2013
KIA;28;Rio;749;230000;2013
KIA;28;Rio;749;230000;2013
KIA;28;Rio;749;230000;2013
KIA;28;Rio;749;230000;2013
KIA;28;Rio;749;230000;2013
KIA;28;Rio;749;230000;2013
KIA;28;Rio;749;230000;2012
KIA;28;Rio;749;230000;2013
KIA;28;Rio;749;230000;2012
KIA;28;Rio;749;230000;2012
CHEVROLET;6;AVEO;1320;229680;2014
KIA;28;Sportage;751;229510;2013
KIA;28;Cerato;194;229000;2012
KIA;28;Cerato;194;229000;2012
NISSAN;9;Micra;21;228200;2014
CHEVROLET;6;AVEO;1320;227970;2014
KIA;28;Picanto;747;227760;2014
RENAULT;7;Logan MCV;1551;227734;2014
TOYOTA;11;Corolla;852;226572;2014
KIA;28;Rio;749;226200;2014
KIA;28;Rio;749;226200;2014
KIA;28;Rio;749;226200;2014
KIA;28;Rio;749;226200;2014
CHEVROLET;6;ORLANDO;2080;225000;2011
CHEVROLET;6;Cruze;1284;225000;2012
CHEVROLET;6;ORLANDO;2080;225000;2011
CHEVROLET;6;Cruze;1284;225000;2012
CHEVROLET;6;Cruze;1284;225000;2012
CHEVROLET;6;ORLANDO;2080;225000;2012
CHEVROLET;6;Cruze;1284;225000;2012
CHEVROLET;6;Cruze;1284;225000;2012
CHEVROLET;6;Cruze;1284;225000;2012
CHEVROLET;6;AVEO;1320;225000;2013
CHEVROLET;6;AVEO;1320;225000;2012
CHEVROLET;6;Cruze;1284;225000;2012
CHEVROLET;6;Cruze;1284;225000;2012
OPEL;8;ASTRA;1225;225000;2013
NISSAN;9;Micra;21;225000;2013
NISSAN;9;Qashqai;78;225000;2011
TOYOTA;11;Corolla;852;225000;2013
TOYOTA;11;Corolla;852;225000;2012
TOYOTA;11;Auris;99;225000;2012
TOYOTA;11;Corolla;852;225000;2013
KIA;28;Cerato;194;225000;2013
KIA;28;Cerato;194;225000;2013
KIA;28;Cerato;194;225000;2013
KIA;28;Cerato;194;225000;2013
KIA;28;Soul;1034;225000;2013
KIA;28;Cerato;194;225000;2013
KIA;28;Soul;1034;225000;2012
KIA;28;Rio;749;225000;2013
KIA;28;Cerato;194;225000;2013
KIA;28;Soul;1034;225000;2013
KIA;28;Cerato;194;225000;2013
KIA;28;Cerato;194;225000;2013
KIA;28;Cerato;194;225000;2013
KIA;28;Cerato;194;225000;2013
KIA;28;Rio;749;225000;2013
KIA;28;Rio;749;225000;2013
KIA;28;Rio;749;225000;2013
CHEVROLET;6;Cruze;1284;224600;2013
KIA;28;Picanto;747;223380;2014
KIA;28;Picanto;747;223380;2014
CHEVROLET;6;Malibu;560;223005;2012
KIA;28;Rio;749;222300;2014
KIA;28;Rio;749;222300;2014
KIA;28;Rio;749;222300;2014
RENAULT;7;Megane;72;222000;2013
KIA;28;Cerato;194;221000;2013
KIA;28;Cerato;194;221000;2013
KIA;28;Rio;749;221000;2012
KIA;28;Rio;749;221000;2012
CHEVROLET;6;Cruze;1284;220000;2013
CHEVROLET;6;Cruze;1284;220000;2013
CHEVROLET;6;Tracker;2791;220000;2013
CHEVROLET;6;Tracker;2791;220000;2013
CHEVROLET;6;Cruze;1284;220000;2014
CHEVROLET;6;Cruze;1284;220000;2014
CHEVROLET;6;Cruze;1284;220000;2014
CHEVROLET;6;Cruze;1284;220000;2014
CHEVROLET;6;Cruze;1284;220000;2014
CHEVROLET;6;Cruze;1284;220000;2012
CHEVROLET;6;AVEO;1320;220000;2012
CHEVROLET;6;AVEO;1320;220000;2013
CHEVROLET;6;Cruze;1284;220000;2014
CHEVROLET;6;AVEO;1320;220000;2012
CHEVROLET;6;Cruze;1284;220000;2014
CHEVROLET;6;Cruze;1284;220000;2013
CHEVROLET;6;Cruze;1284;220000;2013
CHEVROLET;6;Tracker;2791;220000;2013
CHEVROLET;6;AVEO;1320;220000;2012
CHEVROLET;6;Cruze;1284;220000;2014
CHEVROLET;6;Cruze;1284;220000;2014
CHEVROLET;6;EPICA;1879;220000;2006
CHEVROLET;6;AVEO;1320;220000;2013
CHEVROLET;6;Cruze;1284;220000;2012
CHEVROLET;6;AVEO 1.6;2556;220000;2012
CHEVROLET;6;AVEO;1320;220000;2012
CHEVROLET;6;AVEO;1320;220000;2012
CHEVROLET;6;AVEO;1320;220000;2012
CHEVROLET;6;AVEO;1320;220000;2012
CHEVROLET;6;AVEO;1320;220000;2012
CHEVROLET;6;AVEO;1320;220000;2012
CHEVROLET;6;AVEO;1320;220000;2012
CHEVROLET;6;AVEO;1320;220000;2012
CHEVROLET;6;Cruze;1284;220000;2012
CHEVROLET;6;AVEO;1320;220000;2013
CHEVROLET;6;AVEO;1320;220000;2013
CHEVROLET;6;AVEO;1320;220000;2012
CHEVROLET;6;AVEO;1320;220000;2013
RENAULT;7;Duster;1665;220000;2012
RENAULT;7;Duster;1665;220000;2012
RENAULT;7;Duster;1665;220000;2012
RENAULT;7;Duster;1665;220000;2013
RENAULT;7;Duster;1665;220000;2013
RENAULT;7;Fluence;1555;220000;2011
OPEL;8;ASTRA;1225;220000;2013
OPEL;8;Corsa;13;220000;2013
OPEL;8;ASTRA;1225;220000;2012
OPEL;8;Corsa;13;220000;2013
OPEL;8;Corsa;13;220000;2013
OPEL;8;ASTRA;1225;220000;2012
OPEL;8;ASTRA;1225;220000;2012
NISSAN;9;Juke;2032;220000;2013
NISSAN;9;Note;27;220000;2013
NISSAN;9;Juke;2032;220000;2011
NISSAN;9;Note;27;220000;2013
TOYOTA;11;Corolla;852;220000;2013
TOYOTA;11;Corolla;852;220000;2013
TOYOTA;11;Yaris;32;220000;2012
TOYOTA;11;Corolla;852;220000;2004
KIA;28;Soul;1034;220000;2012
KIA;28;Cerato;194;220000;2012
KIA;28;Soul;1034;220000;2012
KIA;28;Ceed;190;220000;2013
KIA;28;Ceed;190;220000;2013
KIA;28;Ceed;190;220000;2013
KIA;28;Cerato;194;220000;2012
KIA;28;Ceed;190;220000;2013
KIA;28;CEE`D;2237;220000;2012
KIA;28;Cerato;194;220000;2013
KIA;28;Soul;1034;220000;2013
KIA;28;Rio;749;220000;2013
KIA;28;Ceed;190;220000;2011
KIA;28;Ceed;190;220000;2013
KIA;28;Ceed;190;220000;2013
KIA;28;Ceed;190;220000;2013
KIA;28;Cerato;194;220000;2012
KIA;28;Rio;749;220000;2013
KIA;28;Cerato;194;220000;2012
KIA;28;Rio;749;220000;2012
KIA;28;Picanto;747;220000;2010
KIA;28;Rio;749;220000;2012
KIA;28;Rio;749;220000;2013
KIA;28;Rio;749;220000;2013
KIA;28;Cerato;194;220000;2011
KIA;28;Rio;749;220000;2013
KIA;28;Rio;749;220000;2013
KIA;28;Rio;749;220000;2012
KIA;28;Rio;749;220000;2012
KIA;28;Soul;1034;220000;2012
KIA;28;Rio;749;220000;2013
KIA;28;Rio;749;220000;2013
KIA;28;Rio;749;220000;2012
KIA;28;Rio;749;220000;2013
KIA;28;Rio;749;220000;2012
KIA;28;Rio;749;220000;2013
KIA;28;Rio;749;220000;2013
KIA;28;Rio;749;220000;2012
KIA;28;Rio;749;220000;2013
KIA;28;Rio;749;220000;2012
KIA;28;Rio;749;220000;2013
CHEVROLET;6;AVEO;1320;218400;2014
CHEVROLET;6;AVEO;1320;218400;2014
CHEVROLET;6;Cruze;1284;218000;2012
CHEVROLET;6;Cruze;1284;217000;2013
CHEVROLET;6;Cruze;1284;217000;2013
KIA;28;Rio;749;215800;2014
KIA;28;Rio;749;215800;2014
CHEVROLET;6;Cruze;1284;215000;2012
CHEVROLET;6;ORLANDO;2080;215000;2012
CHEVROLET;6;ORLANDO;2080;215000;2012
CHEVROLET;6;ORLANDO;2080;215000;2012
CHEVROLET;6;Cruze;1284;215000;2012
CHEVROLET;6;Cruze;1284;215000;2012
CHEVROLET;6;Cruze;1284;215000;2013
CHEVROLET;6;NIVA;11;215000;2013
CHEVROLET;6;Cruze;1284;215000;2012
CHEVROLET;6;Cruze;1284;215000;2012
CHEVROLET;6;Cruze;1284;215000;2012
CHEVROLET;6;ORLANDO;2080;215000;2012
CHEVROLET;6;ORLANDO;2080;215000;2012
CHEVROLET;6;Cruze;1284;215000;2012
CHEVROLET;6;Cruze;1284;215000;2012
CHEVROLET;6;Cruze 1.8;2186;215000;2012
CHEVROLET;6;Cruze;1284;215000;2012
CHEVROLET;6;Cruze;1284;215000;2013
CHEVROLET;6;Cruze;1284;215000;2012
CHEVROLET;6;Cruze;1284;215000;2012
CHEVROLET;6;Cruze;1284;215000;2014
CHEVROLET;6;Cruze;1284;215000;2014
CHEVROLET;6;Cruze;1284;215000;2014
CHEVROLET;6;Cruze;1284;215000;2014
CHEVROLET;6;ORLANDO;2080;215000;2012
CHEVROLET;6;Cruze;1284;215000;2012
CHEVROLET;6;Cruze;1284;215000;2012
CHEVROLET;6;Cruze;1284;215000;2013
CHEVROLET;6;Cruze;1284;215000;2012
CHEVROLET;6;ORLANDO;2080;215000;2012
CHEVROLET;6;AVEO;1320;215000;2012
OPEL;8;ASTRA;1225;215000;2013
OPEL;8;ASTRA;1225;215000;2013
OPEL;8;ASTRA;1225;215000;2013
OPEL;8;ASTRA;1225;215000;2013
OPEL;8;ASTRA;1225;215000;2013
OPEL;8;ASTRA;1225;215000;2013
NISSAN;9;Micra;21;215000;2013
TOYOTA;11;Corolla;852;215000;2013
TOYOTA;11;Corolla Terra;34;215000;2012
TOYOTA;11;Corolla;852;215000;2013
TOYOTA;11;Yaris;32;215000;2012
TOYOTA;11;Corolla;852;215000;2013
TOYOTA;11;Corolla;852;215000;2013
TOYOTA;11;Corolla;852;215000;2013
KIA;28;Soul;1034;215000;2011
KIA;28;Cerato;194;215000;2013
KIA;28;Rio;749;215000;2013
KIA;28;Rio;749;215000;2013
KIA;28;Cerato;194;215000;2013
KIA;28;Cerato;194;215000;2013
KIA;28;Cerato;194;215000;2013
KIA;28;Cerato;194;215000;2013
KIA;28;Cerato;194;215000;2013
KIA;28;Ceed;190;215000;2012
KIA;28;Ceed;190;215000;2013
KIA;28;Rio;749;215000;2013
KIA;28;Ceed;190;215000;2012
KIA;28;Venga;1657;215000;2013
KIA;28;Cerato;194;215000;2013
KIA;28;Picanto;747;215000;2013
KIA;28;Cerato;194;215000;2013
KIA;28;Soul;1034;215000;2011
KIA;28;Rio;749;215000;2011
KIA;28;Rio;749;215000;2013
KIA;28;Rio;749;215000;2012
KIA;28;Rio;749;215000;2012
CHEVROLET;6;AVEO;1320;214300;2012
CHEVROLET;6;AVEO;1320;214300;2012
KIA;28;Ceed;190;214000;2013
KIA;28;Ceed;190;214000;2013
KIA;28;Ceed;190;214000;2013
KIA;28;Ceed;190;214000;2013
KIA;28;Cerato;194;213000;2012
CHEVROLET;6;Cruze;1284;212000;2014
CHEVROLET;6;Cruze;1284;212000;2014
CHEVROLET;6;Cruze;1284;212000;2014
CHEVROLET;6;Cruze;1284;212000;2014
CHEVROLET;6;Cruze;1284;212000;2014
CHEVROLET;6;Cruze;1284;212000;2014
CHEVROLET;6;Cruze;1284;212000;2014
CHEVROLET;6;Cruze;1284;212000;2014
CHEVROLET;6;Cruze;1284;212000;2014
CHEVROLET;6;Cruze;1284;212000;2014
RENAULT;7;Sandero;1495;212000;2014
RENAULT;7;Logan MCV;1551;211806;2014
RENAULT;7;Logan MCV;1551;211806;2014
NISSAN;9;Micra;21;211380;2013
RENAULT;7;Logan;1076;211342;2014
KIA;28;Rio;749;211200;2013
KIA;28;Rio;749;211000;2014
CHEVROLET;6;AVEO;1320;210600;2014
RENAULT;7;Logan;1076;210300;2014
CHEVROLET;6;Cruze;1284;210000;2013
CHEVROLET;6;Cruze;1284;210000;2013
CHEVROLET;6;Cruze;1284;210000;2012
CHEVROLET;6;Cruze;1284;210000;2013
CHEVROLET;6;Cruze;1284;210000;2012
CHEVROLET;6;Cruze;1284;210000;2012
CHEVROLET;6;Cruze;1284;210000;2012
CHEVROLET;6;Cruze;1284;210000;2012
CHEVROLET;6;Cruze;1284;210000;2013
CHEVROLET;6;Cruze;1284;210000;2013
CHEVROLET;6;Cruze;1284;210000;2013
CHEVROLET;6;Cruze;1284;210000;2013
CHEVROLET;6;Cruze;1284;210000;2013
CHEVROLET;6;Cruze;1284;210000;2013
CHEVROLET;6;Cruze;1284;210000;2013
CHEVROLET;6;Cruze 1.8;2186;210000;2013
CHEVROLET;6;Cruze;1284;210000;2012
CHEVROLET;6;Cruze;1284;210000;2013
CHEVROLET;6;Cruze;1284;210000;2011
CHEVROLET;6;Cruze 1.8;2186;210000;2013
CHEVROLET;6;Cruze;1284;210000;2013
CHEVROLET;6;Cruze;1284;210000;2011
CHEVROLET;6;AVEO;1320;210000;2012
CHEVROLET;6;AVEO;1320;210000;2012
CHEVROLET;6;AVEO;1320;210000;2012
CHEVROLET;6;Lacetti;100;210000;2012
CHEVROLET;6;AVEO;1320;210000;2012
CHEVROLET;6;AVEO;1320;210000;2011
CHEVROLET;6;AVEO;1320;210000;2012
CHEVROLET;6;AVEO;1320;210000;2012
RENAULT;7;Duster;1665;210000;2013
RENAULT;7;Sandero;1495;210000;2013
RENAULT;7;Sandero;1495;210000;2013
OPEL;8;Zafira;40;210000;2011
OPEL;8;ASTRA;1225;210000;2012
